"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P6016","P6020","P6030S1","P6030S3","Edad_","P6050","P6070","P6081","P6081S1","P6083","P6083S1","P6071","P6071S1","P6090","P6140","P6150","P6100","P6110","P6120","P6125","P6160","P6170","P6175","P6210","P6210S1","P6220","P6269","CLASE","ESC","MES","DPTO","fex_c_2011","AREA","P6080","P6080S1","INGLABO"
5120454,1,1,1,10,1,1,11,1977,42,1,3,3,,2,,1,2,1,,,2,1,72000,2,1,1,2,6,5,2,2,1,16,1,70,"110,054157104571",70,6," ",1800000
5120454,1,2,1,10,2,2,10,1988,31,2,3,3,,3,,1,1,1,,,2,5,,2,1,2,,6,3,3,,1,14,1,70,"110,054157104571",70,6," ",200000
5120455,1,1,1,10,1,2,6,1962,57,1,3,3,,2,,1,2,1,,,1,5,,2,1,2,,3,4,,,1,4,1,70,"100,858406438316",70,6," ",400000
5120455,1,2,1,10,2,1,12,1959,60,2,3,2,,3,,1,1,1,,,1,3,103514,2,1,2,,3,5,,,1,5,1,70,"100,858406438316",70,6," ",1500000
5120456,1,1,1,10,1,1,12,1949,70,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"100,858406438316",70,6," ",500000
5120457,1,1,1,10,1,1,12,1978,41,1,2,2,,2,,1,2,1,,,1,1,120000,2,1,2,,6,6,5,,1,17,1,70,"111,614893389664",70,6," ",3000000
5120457,1,5,1,10,5,2,9,1997,22,6,6,2,,2,,,,1,,,3,,,2,1,2,,6,2,3,,1,13,1,70,"111,614893389664",70,6," ",750000
5120458,1,1,1,10,1,1,9,1980,39,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"125,915570656837",70,6," ",3000000
5120459,1,1,1,10,1,2,9,1982,37,1,2,2,,2,,1,2,1,,,1,5,,2,1,2,,6,7,5,,1,18,1,70,"106,258457766113",70,6," ",1000000
5120459,1,2,1,10,2,1,7,1969,50,2,2,2,,2,,1,1,1,,,1,1,160000,2,1,2,,6,6,5,,1,17,1,70,"106,258457766113",70,6," ",4000000
5120460,1,1,1,10,1,2,4,1982,37,1,4,3,,3,,,,1,,,3,,,2,1,2,,6,2,3,,1,13,1,70,"94,0010229199222",70,6," ",600000
5120462,1,1,1,10,1,1,2,1979,40,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,4,8,,,1,8,1,70,"109,759722007466",70,6," ",700000
5120462,1,2,1,10,2,2,10,1985,34,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"109,759722007466",70,6," ",300000
5120463,1,1,1,10,1,1,4,1990,29,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"104,10885128681",70,6," ",350000
5120463,1,2,1,10,2,2,6,1989,30,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"104,10885128681",70,6," ",
5120464,1,2,1,10,2,1,6,1970,49,3,6,3,,1,1,,,1,,,3,,,2,1,2,,5,10,1,,1,10,1,70,"112,821406187402",70,6," ",500000
5120464,1,3,1,10,3,1,8,1962,57,3,4,3,,1,1,,,2,1,120,,,,1,1,2,,3,5,,,1,5,1,70,"112,821406187402",70,6," ",120000
5120465,1,1,1,10,1,2,5,1957,62,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,6,2,3,,1,13,1,70,"241,140546474645",70,6," ",500000
5120465,1,2,1,10,2,1,10,1953,66,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"241,140546474645",70,6," ",400000
5120465,2,1,2,10,1,1,11,1966,53,1,3,2,,2,,2,,1,,,1,1,106000,2,1,2,,6,5,4,,1,16,1,70,"241,140546474645",70,5," ",2650000
5120465,3,1,3,10,1,1,5,1995,24,1,6,2,,2,,,,1,,,1,1,33124,2,1,2,,5,11,2,,1,11,1,70,"241,140546474645",70,6," ",828116
5120466,1,1,1,10,1,1,5,1948,71,1,3,2,,2,,1,2,1,,,1,3,103514,2,1,2,,5,11,2,,1,11,1,70,"225,642812374804",70,6," ",1000000
5120466,1,3,1,10,3,1,4,1984,35,3,6,1,1,1,2,,,1,,,1,3,103514,2,1,2,,6,5,4,,1,16,1,70,"225,642812374804",70,6," ",1500000
5120467,1,1,1,10,1,2,5,1968,51,1,4,3,,2,,,,1,,,3,,,2,1,2,,6,5,4,,1,16,1,70,"256,069701569964",70,6," ",2600000
5120467,1,2,1,10,2,1,12,1992,27,3,6,2,,1,1,,,1,,,3,,,2,1,1,2,6,5,4,,1,16,1,70,"256,069701569964",70,6," ",300000
5120467,1,4,1,10,4,1,12,1982,37,5,6,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"256,069701569964",70,6," ",900000
5120468,1,1,1,10,1,1,2,1978,41,1,6,2,,2,,,,1,,,1,1,64000,2,1,2,,6,5,4,,1,16,1,70,"240,111242826277",70,6," ",1600000
5120469,1,1,1,10,1,2,9,1968,51,1,4,3,,3,,,,1,,,1,3,103514,2,1,2,,5,11,2,,1,11,1,70,"167,316758721711",70,6," ",2400000
5120470,1,1,1,10,1,1,12,1982,37,1,3,2,,2,,1,2,1,,,1,1,160000,2,1,2,,6,5,4,,1,16,1,70,"216,816128490832",70,6," ",4000000
5120470,1,2,1,10,2,2,8,1982,37,2,3,2,,2,,1,1,1,,,1,1,100000,2,1,2,,6,6,5,,1,17,1,70,"216,816128490832",70,6," ",2500000
5120471,1,1,1,10,1,2,11,1976,43,1,4,2,,2,,,,1,,,1,1,60000,2,1,2,,6,6,5,,1,17,1,70,"175,905452645635",70,6," ",1500000
5120471,1,5,1,10,5,2,9,1992,27,5,6,2,,2,,,,1,,,1,1,80000,2,1,2,,6,6,4,,1,17,1,70,"175,905452645635",70,6," ",2000000
5120472,1,1,1,10,1,1,8,1976,43,1,3,2,,2,,1,2,1,,,1,1,108000,2,1,2,,6,5,4,,1,16,1,70,"230,727697149455",70,6," ",2700000
5120473,1,1,1,10,1,1,8,1977,42,1,3,2,,2,,1,2,1,,,1,3,103514,2,1,2,,6,5,4,,1,16,1,70,"215,638388102411",70,6," ",1500000
5120473,1,2,1,10,2,2,9,1976,43,2,3,2,,2,,1,1,1,,,1,1,112000,2,1,2,,6,5,4,,1,16,1,70,"215,638388102411",70,6," ",2800000
5120474,1,1,1,10,1,1,6,1970,49,1,3,3,,2,,1,2,1,,,2,1,140000,2,1,2,,6,7,5,,1,18,1,70,"212,516915532226",70,6," ",3500000
5120475,1,1,1,10,1,2,11,1969,50,1,2,2,,1,9,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"465,774798994497",73,6," ",720000
5120475,1,2,1,10,1,1,2,1999,20,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,4,,,1,4,1,73,"465,774798994497",73,6," ",700000
5120475,1,6,1,10,6,1,6,1990,29,5,1,2,,3,,1,5,1,,,1,1,33200,2,1,2,,5,11,2,,1,11,1,73,"465,774798994497",73,6," ",828116
5120476,1,1,1,10,1,2,11,1984,35,1,2,2,,3,,1,2,1,,,1,1,34000,2,1,2,,5,11,2,,1,11,1,73,"322,186520415155",73,6," ",828116
5120476,1,2,1,10,1,1,12,1989,30,2,2,2,,2,,1,1,1,,,1,3,100000,2,1,2,,6,5,4,,1,16,1,73,"322,186520415155",73,6," ",1000000
5120477,1,1,1,10,1,2,12,1983,36,1,4,3,,2,,,,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,73,"285,626733668684",73,6," ",450000
5120479,1,1,1,10,1,1,11,1996,23,1,1,2,,2,,1,2,2,1,24,,,,2,1,2,,5,11,2,,1,11,1,73,"382,661354377607",73,6," ",250000
5120479,1,2,1,10,2,2,4,2001,18,2,1,2,,2,,1,1,2,2,,,,,2,1,2,,5,11,2,,1,11,1,73,"382,661354377607",73,6," ",250000
5120479,1,4,1,10,4,1,1,1998,22,5,2,2,,2,,1,3,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,73,"382,661354377607",73,6," ",1000000
5120480,1,1,1,10,1,1,4,1961,58,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"321,584500864003",73,6," ",300000
5120480,1,2,1,10,2,2,11,1960,59,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"321,584500864003",73,6," ",300000
5120481,1,1,1,10,1,2,11,1968,51,1,4,2,,2,,,,1,,,1,5,,2,1,2,,4,6,,,1,6,1,73,"250,186932603978",73,6," ",900000
5120481,1,2,1,10,2,1,12,1993,26,3,6,2,,1,1,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"250,186932603978",73,6," ",828116
5120482,1,1,1,10,1,1,8,1989,30,1,2,2,,2,,1,2,1,,,2,2,70000,2,1,2,,5,11,2,,1,11,1,73,"482,040988011397",73,6," ",200000
5120482,1,2,1,10,2,2,5,1997,22,2,2,2,,2,,1,1,1,,,3,,,1,1,2,,5,11,2,,1,11,1,73,"482,040988011397",73,6," ",
5120483,1,2,1,10,2,2,4,1982,37,2,2,2,,2,,1,1,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"229,71578832648",73,6," ",950000
5120484,1,1,1,10,1,1,1,1986,34,1,2,2,,2,,1,2,1,,,1,1,45000,2,1,2,,3,5,,,1,5,1,73,"355,933045738328",73,6," ",1140000
5120484,1,2,1,10,2,2,11,1987,32,2,2,3,,2,,1,1,1,,,1,5,,2,1,2,,3,4,,,1,4,1,73,"355,933045738328",73,6," ",280000
5120485,1,1,1,10,1,1,4,1963,56,1,3,3,,2,,1,2,1,,,1,1,33125,2,1,2,,4,8,,,1,8,1,73,"350,957169112742",73,6," ",828116
5120487,1,5,1,10,5,1,2,1964,55,5,6,3,,1,4,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"211,514865857563",73,6," ",800000
5120489,1,2,1,10,2,1,4,1962,57,2,2,3,,3,,1,1,1,,,1,5,,2,1,2,,3,5,,,1,5,1,73,"170,700474578434",73,6," ",900000
5120490,1,2,1,10,2,2,5,1992,27,2,3,3,,1,4,1,1,1,,,1,1,40000,2,1,2,,6,5,4,,1,16,1,73,"250,027968193138",73,6," ",900000
5120492,1,1,1,10,1,1,12,1991,28,1,3,2,,2,,1,2,1,,,1,1,100000,2,1,1,1,6,5,4,,1,16,1,73,"166,586657351571",73,6," ",2500000
5120493,1,1,1,10,1,2,12,1966,53,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"213,627145857507",73,6," ",1100000
5120494,1,1,1,10,1,2,6,1983,36,1,4,2,,2,,,,1,,,1,1,32000,2,1,2,,6,2,3,,1,13,1,73,"264,85332155667",73,6," ",828116
5120495,1,1,1,10,1,1,5,1993,26,1,2,2,,3,,1,2,2,1,36,,,,2,1,2,,5,11,2,,1,11,1,73,"410,04140020022",73,6," ",800000
5120497,1,1,1,10,1,1,4,1962,57,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,1,2,1,73,"290,860536577312",73,6," ",600000
5120497,1,2,1,10,2,2,5,1964,55,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,4,7,,,1,7,1,73,"290,860536577312",73,6," ",600000
5120497,1,3,1,10,2,1,1,1990,30,3,6,2,,1,2,,,1,,,1,1,35000,2,1,2,,5,11,2,,1,11,1,73,"290,860536577312",73,6," ",828116
5120499,1,1,1,10,1,1,5,1940,79,1,3,3,,3,,1,2,1,,,1,1,98,2,1,2,,6,6,5,,1,17,1,73,"254,300749830841",73,6," ",
5120500,1,1,1,10,1,2,5,1988,31,1,1,3,,2,,1,2,1,,,1,1,32000,2,1,2,,5,11,2,,1,11,1,73,"317,47068363714",73,6," ",830000
5120501,1,1,1,10,1,1,1,1965,55,1,3,3,,3,,1,2,1,,,2,2,30000,2,1,2,,5,11,2,,1,11,1,73,"226,08127033585",73,6," ",900000
5120501,1,2,1,10,2,2,8,1969,50,2,3,3,,2,,1,1,1,,,2,5,,2,1,2,,3,5,,,1,5,1,73,"226,08127033585",73,6," ",900000
5120501,1,3,1,10,3,2,2,1994,25,3,6,1,1,1,2,,,1,,,1,3,103600,2,1,2,,6,7,5,,1,18,1,73,"226,08127033585",73,6," ",
5120501,1,4,1,10,4,2,10,1999,20,3,6,1,1,1,2,,,1,,,2,5,,2,1,1,1,6,1,2,2,1,12,1,73,"226,08127033585",73,6," ",
5120502,1,1,1,10,1,1,10,1971,48,1,6,1,2,1,3,,,1,,,1,1,32000,2,1,2,,5,11,2,,1,11,1,73,"284,184985527281",73,6," ",830000
5120502,1,4,1,10,4,2,7,1969,50,5,6,1,2,1,3,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"284,184985527281",73,6," ",600000
5120503,1,1,1,10,1,2,8,1956,63,1,4,3,,3,,,,1,,,3,,,2,1,2,,4,9,,,1,9,1,73,"347,523821147417",73,6," ",250000
5120503,1,2,1,10,2,1,9,1983,36,3,6,2,,1,1,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"347,523821147417",73,6," ",900000
5120503,1,3,1,10,3,1,8,1997,22,4,6,2,,2,,,,1,,,1,1,40000,2,1,2,,5,10,1,,1,10,1,73,"347,523821147417",73,6," ",1050000
5120503,1,4,1,10,4,1,7,1998,21,4,6,2,,2,,,,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,73,"347,523821147417",73,6," ",1050000
5120504,1,1,1,10,1,1,6,1944,75,1,6,3,,1,2,,,1,,,1,3,103600,2,1,2,,4,8,,,1,8,1,73,"290,860536577312",73,6," ",500000
5120504,1,3,1,10,3,1,7,1987,32,5,6,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"290,860536577312",73,6," ",950000
5120505,1,1,1,10,1,1,11,1987,32,1,3,2,,2,,1,2,1,,,1,1,47087,2,1,2,,6,1,3,,1,12,1,73,"317,47068363714",73,6," ",1200000
5120506,1,3,1,10,3,1,9,1994,25,3,6,2,,1,2,,,1,,,1,1,32000,2,1,2,,5,11,2,,1,11,1,73,"291,001323883106",73,6," ",830000
5120508,1,2,1,10,2,2,6,1957,62,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,4,8,,,1,8,1,73,"290,860536577312",73,6," ",700000
5120509,1,1,1,10,1,2,5,1961,58,1,4,3,,3,,,,1,,,1,3,107000,2,1,2,,6,1,2,2,1,12,1,73,"229,784705665912",73,6," ",2000000
5120510,1,1,1,10,1,1,8,1987,32,1,2,2,,2,,1,2,1,,,1,1,33115,2,1,1,1,6,1,2,2,1,12,1,73,"393,724875980975",73,6," ",1228116
5120510,1,2,1,10,2,2,11,1988,31,2,2,2,,3,,1,1,1,,,1,5,,2,1,2,,6,2,3,,1,13,1,73,"393,724875980975",73,6," ",560000
5120511,1,1,1,10,1,1,4,1980,39,1,2,2,,3,,1,2,1,,,1,1,50000,2,1,2,,6,2,3,,1,13,1,73,"389,470271448317",73,6," ",850000
5120511,1,2,1,10,2,2,9,1987,32,2,2,2,,2,,1,1,1,,,1,1,32000,2,1,2,,6,5,4,,1,16,1,73,"389,470271448317",73,6," ",828116
5120512,1,1,1,10,1,1,11,1967,52,1,3,3,,2,,1,2,1,,,1,3,104000,2,1,2,,5,11,2,,1,11,1,73,"562,9106276268",73,6," ",600000
5120513,1,1,1,10,1,1,1,1960,60,1,3,3,,2,,1,2,1,,,2,5,,2,1,2,,3,5,,,1,5,1,73,"290,860536577312",73,6," ",1200000
5120513,1,3,1,10,3,1,12,1985,34,3,6,1,1,1,2,,,1,,,1,1,33125,2,1,2,,6,10,4,,1,21,1,73,"290,860536577312",73,6," ",1200000
5120514,1,1,1,10,1,2,9,1966,53,1,4,3,,2,,,,1,,,3,,,2,1,2,,4,8,,,1,8,1,73,"250,186932603978",73,6," ",900000
5120514,1,2,1,10,1,1,10,1985,34,5,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,73,"250,186932603978",73,6," ",840000
5120515,1,1,1,10,1,1,11,1977,42,1,2,2,,3,,1,2,1,,,1,1,33000,2,1,2,,1,0,,,1,0,1,73,"292,903899237824",73,6," ",830000
5120515,1,2,1,10,2,2,7,1982,37,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,3,5,,,1,5,1,73,"292,903899237824",73,6," ",810000
5120515,1,3,1,10,3,1,2,2001,18,3,6,1,1,1,2,,,1,,,1,4,,2,1,2,,5,10,1,,1,10,1,73,"292,903899237824",73,6," ",1000000
5120516,1,2,1,10,2,2,9,1987,32,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"321,725288169798",73,6," ",320000
5120517,1,1,1,10,1,2,3,1974,45,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"217,881750390165",73,6," ",0
5120517,1,2,1,10,2,2,12,1998,21,3,6,2,,1,1,,,1,,,3,,,2,1,1,1,6,2,3,,1,13,1,73,"217,881750390165",73,6," ",371000
5120518,1,1,1,10,1,2,1,1959,61,1,5,3,,2,,,,1,,,3,,,2,2,2,,1,0,,,1,0,1,73,"301,323061231732",73,6," ",352000
5120518,1,2,1,10,1,2,3,1995,24,3,6,3,,1,1,,,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,73,"301,323061231732",73,6," ",830000
5120519,1,1,1,10,1,1,12,1990,29,1,1,2,,2,,1,2,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"434,557444365149",73,6," ",1000000
5120519,2,1,2,10,1,1,3,1958,61,1,4,2,,2,,,,1,,,1,1,33125,2,1,2,,4,6,,,1,6,1,73,"434,557444365149",73,6," ",1000000
5120521,1,3,1,10,3,2,12,1953,66,3,4,1,1,1,2,,,1,,,3,,,2,1,2,,3,3,,,1,3,1,73,"148,613710554957",73,6," ",700000
5120522,1,1,1,10,1,1,8,2000,19,1,2,2,,2,,1,2,1,,,1,1,33000,2,1,2,,4,7,,,1,7,1,73,"391,372846803035",73,6," ",828116
5120524,1,1,1,10,1,1,9,1968,51,1,2,2,,3,,1,2,1,,,1,1,33200,2,1,2,,3,5,,,1,5,1,73,"258,696141669294",73,6," ",920000
5120524,1,2,1,10,1,2,11,1979,40,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,73,"258,696141669294",73,6," ",900000
5120525,1,1,1,10,1,2,5,1966,53,1,4,2,,2,,,,1,,,1,5,,2,1,2,,6,2,3,,1,13,1,73,"217,881750390165",73,6," ",500000
5120526,1,1,1,10,1,2,8,1997,22,1,6,2,,2,,,,1,,,1,1,33115,2,1,2,,6,2,3,,1,13,1,73,"301,482025642572",73,6," ",828116
5120528,1,1,1,10,1,1,1,1980,40,1,2,2,,2,,1,2,1,,,1,1,33125,2,1,2,,3,5,,,1,5,1,73,"326,441124947813",73,6," ",870000
5120528,1,2,1,10,2,2,6,1973,46,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,4,6,,,1,6,1,73,"326,441124947813",73,6," ",800000
5120529,1,1,1,10,1,2,6,1963,56,1,4,3,,2,,,,1,,,1,5,,2,1,2,,3,5,,,1,5,1,73,"229,784705665912",73,6," ",312000
5120530,1,1,1,10,1,1,11,1994,25,1,6,2,,1,2,,,1,,,1,1,34000,2,1,2,,5,10,1,,1,10,1,73,"250,186932603978",73,6," ",828116
5120531,1,1,1,10,1,2,4,1984,35,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"289,881338201342",73,6," ",80000
5120532,1,1,1,10,1,2,6,1987,32,1,4,2,,2,,,,1,,,3,,,2,1,2,,6,5,4,,1,16,1,73,"285,626733668684",73,6," ",920000
5120533,1,1,1,10,1,2,2,2002,17,1,6,3,,2,,,,1,,,1,5,,2,1,1,1,6,1,2,2,1,12,1,73,"301,482025642572",73,6," ",872000
5120534,1,1,1,10,1,2,3,1976,43,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"254,441537136636",73,6," ",500000
5120534,1,2,1,10,1,1,8,1974,45,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,1,3,1,73,"254,441537136636",73,6," ",800000
5120535,1,1,1,10,2,1,4,1982,37,1,3,2,,2,,1,2,1,,,1,1,98,2,1,2,,6,4,2,2,1,15,1,76,"1153,0039439593",76,6," ",
5120535,1,2,1,10,2,2,4,1983,36,2,3,2,,2,,1,1,1,,,1,1,92000,2,1,2,,6,7,5,,1,18,1,76,"1153,0039439593",76,6," ",2300000
5120538,1,2,1,10,2,1,1,1991,29,3,6,3,,1,1,,,1,,,1,3,98,2,1,2,,6,7,5,,1,18,1,76,"1046,48840912003",76,6," ",300000
5120539,1,1,1,10,1,2,6,1954,65,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,1,2,1,76,"762,941747630587",76,6," ",280000
5120539,1,2,1,10,2,1,1,1960,60,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,1,,,1,1,1,76,"762,941747630587",76,6," ",600000
5120540,1,1,1,10,1,2,6,1979,40,1,4,3,,2,,,,1,,,3,,,2,1,2,,3,4,,,1,4,1,76,"977,072868292104",76,6," ",300000
5120540,1,2,1,10,2,1,7,1996,23,3,6,2,,1,1,,,1,,,1,1,48000,2,1,2,,5,11,2,,1,11,1,76,"977,072868292104",76,6," ",1000000
5120541,1,1,1,10,1,2,7,1961,58,1,4,3,,3,,,,1,,,1,5,,2,1,2,,4,7,,,1,7,1,76,"746,408265499003",76,5," ",250000
5120541,2,1,2,10,1,2,11,1988,31,1,4,3,,2,,,,1,,,1,1,31000,2,1,2,,5,11,2,,1,11,1,76,"746,408265499003",76,5," ",913116
5120542,1,1,1,10,1,2,12,1978,41,1,4,2,,2,,,,1,,,1,1,33124,2,1,2,,3,3,,,1,3,1,76,"1093,61846286693",76,6," ",828116
5120542,2,1,2,10,1,1,11,1995,24,1,2,2,,2,,1,2,1,,,1,1,33124,2,1,2,,5,10,1,,1,10,1,76,"1093,61846286693",76,5," ",828116
5120543,1,1,1,10,1,2,4,1956,63,1,4,1,2,3,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,76,"1111,60189435242",76,6," ",
5120544,1,1,1,10,1,2,12,1995,24,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,76,"1400,10180800793",76,5," ",2500000
5120544,1,2,1,10,2,2,12,1998,21,5,5,2,,2,,,,1,,,3,,,2,1,2,,5,10,1,,1,10,1,76,"1400,10180800793",76,5," ",715000
5120545,1,1,1,10,1,1,8,1998,21,1,2,2,,2,,1,2,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,76,"978,886612887777",76,6," ",940000
5120545,2,1,2,10,1,2,11,1987,32,1,4,2,,2,,,,2,2,,,,,2,1,2,,6,5,4,,1,16,1,76,"978,886612887777",76,6," ",840000
5120546,1,1,1,10,1,2,9,1989,30,1,2,2,,2,,1,2,1,,,1,1,34000,2,1,2,,5,11,2,,1,11,1,76,"1188,21513112072",76,5," ",988116
5120547,3,1,3,10,1,1,12,1959,60,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,76,"849,453814465301",76,6," ",450000
5120547,4,1,4,10,1,1,3,1977,42,1,2,3,,3,,2,,1,,,3,,,2,1,2,,3,2,,,1,2,1,76,"849,453814465301",76,5," ",190000
5120548,1,2,1,10,2,1,2,1973,46,3,4,3,,1,1,,,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,76,"1135,10736043265",76,6," ",1300000
5120550,1,2,1,10,2,1,8,1993,26,3,2,2,,1,1,1,3,1,,,1,1,33000,2,1,2,,5,11,2,,1,11,1,76,"674,660128201449",76,6," ",828116
5120550,1,3,1,10,2,2,9,1993,26,5,2,2,,2,,1,2,1,,,1,1,23000,2,1,2,,5,11,2,,1,11,1,76,"674,660128201449",76,6," ",828116
5120551,1,1,1,10,1,1,6,1972,47,1,2,2,,2,,1,2,1,,,1,1,98,2,1,1,2,6,5,4,,1,16,1,76,"1475,5511920146",76,6," ",1600000
5120551,1,2,1,10,2,2,10,1979,40,2,2,2,,2,,1,1,1,,,1,1,98,2,1,2,,6,3,3,,1,14,1,76,"1475,5511920146",76,6," ",1100000
5120552,1,1,1,10,1,1,2,1983,36,1,3,2,,2,,1,2,1,,,1,3,103700,2,1,2,,6,3,3,,1,14,1,76,"1153,0039439593",76,6," ",2500000
5120552,1,2,1,10,2,2,1,1982,37,2,3,2,,2,,1,1,1,,,1,5,,2,1,2,,6,3,3,,1,14,1,76,"1153,0039439593",76,1,"999_01",850000
5120553,1,1,1,10,1,1,2,1991,28,1,6,2,,2,,,,1,,,1,1,98,2,1,2,,6,4,3,,1,15,1,76,"1268,05472341825",76,5," ",900000
5120554,1,1,1,10,1,2,1,1960,60,1,4,3,,3,,,,1,,,1,3,98,2,1,2,,6,5,4,,1,16,1,76,"863,272789553627",76,5," ",3000000
5120555,1,3,1,10,3,1,3,1995,24,3,6,1,1,1,2,,,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,76,"851,560698943206",76,5," ",828116
5120556,1,1,1,10,1,1,2,1988,31,1,2,3,,2,,1,2,1,,,1,1,45000,2,1,2,,5,11,2,,1,11,1,76,"1466,45290351971",76,1,"750_01",1100000
5120557,1,1,1,10,1,1,10,1973,46,1,2,3,,3,,1,2,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,76,"1117,79275679787",76,5," ",1400000
5120557,1,2,1,10,2,2,5,1973,46,2,2,3,,2,,1,1,2,1,4,,,,2,1,2,,3,5,,,1,5,1,76,"1117,79275679787",76,6," ",800000
5120558,1,1,1,10,1,2,12,1958,61,1,6,3,,3,,,,1,,,1,5,,1,1,2,,5,11,2,,1,11,1,76,"861,459044957953",76,6," ",150000
5120560,1,2,1,10,2,1,1,1982,38,3,6,1,1,3,,,,1,,,1,4,,2,1,2,,6,5,4,,1,16,1,76,"1539,59615441504",76,6," ",1000000
5120560,1,4,1,10,4,1,12,1984,35,4,4,2,,2,,,,1,,,1,1,140000,1,1,2,,6,5,4,,1,16,1,76,"1539,59615441504",76,6," ",3000000
5120561,1,1,1,10,1,2,11,1979,40,1,2,2,,3,,1,2,1,,,1,1,30000,2,1,2,,5,11,2,,1,11,1,76,"980,700357483451",76,6," ",780000
5120561,1,2,1,10,2,1,3,1995,24,2,2,2,,2,,1,1,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,76,"980,700357483451",76,5," ",930000
5120561,1,3,1,10,3,2,7,1998,21,3,6,3,,1,1,,,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,76,"980,700357483451",76,6," ",600000
5120561,1,4,1,10,4,2,9,2000,19,3,6,3,,1,1,,,1,,,1,1,98,2,1,2,,5,11,2,,1,11,1,76,"980,700357483451",76,5," ",877807
5120562,1,1,1,10,1,1,5,1971,48,1,3,3,,3,,1,2,1,,,1,1,98,2,1,2,,3,5,,,1,5,1,76,"942,349662751644",76,6," ",1200000
5120562,1,2,1,10,2,2,7,1972,47,2,3,3,,1,5,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,76,"942,349662751644",76,5," ",45000
5120565,1,1,1,10,1,1,11,1960,59,1,2,3,,2,,1,2,1,,,1,1,45000,2,1,2,,4,7,,,1,7,1,76,"880,369315560411",76,6," ",1700000
5120565,1,2,1,10,2,2,11,1971,48,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,6,5,3,,1,16,1,76,"880,369315560411",76,6," ",1300000
5120566,1,2,1,10,2,2,3,1979,40,2,3,3,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,76,"1162,10223245418",76,6," ",610000
